wavelength, width, xyz sum, x, y, z
490, 7.805285733153081, 0.01, 0.0005586468377871944, 0.003318108835853654, 0.0062157349981923436
491, 7.919571497195882, 0.01, 0.000528219226849104, 0.0034966919662702926, 0.005998425321721012
492, 8.034119084523676, 0.01, 0.0005016826070736597, 0.0036847813989752333, 0.005786146756777943
493, 8.148929697541183, 0.01, 0.0004792951367575986, 0.003882589374971427, 0.005579013828926298
494, 8.264004546955146, 0.01, 0.0004613154214447381, 0.0040902747339259474, 0.005377099139823418
495, 8.379344851850897, 0.01, 0.0004480022485781582, 0.004307940099884228, 0.0051804414827759755
496, 8.494951839769872, 0.01, 0.0004396140125011127, 0.004535630060823982, 0.004989052733993569
497, 8.610826746787998, 0.01, 0.0004364078971865321, 0.004773330370353671, 0.004802923577226628
498, 8.726970817594983, 0.01, 0.0004386388866752621, 0.005020968164866803, 0.004622028159017658
499, 8.726970817594983, 0.01, 0.0004296685232107989, 0.005198696672106677, 0.004362975368939393
500, 8.726970817594983, 0.01, 0.0004260877318389873, 0.005381462053374385, 0.004116084172806779
501, 8.84338530557454, 0.01, 0.000444975548313705, 0.005652949436188349, 0.003956376856638027
502, 8.84338530557454, 0.01, 0.0004524613695772107, 0.005847281504184522, 0.0037288847481580026
503, 8.84338530557454, 0.01, 0.0004655104426358951, 0.0060460028284549895, 0.0035125273664642735
504, 8.84338530557454, 0.01, 0.00048414896838029967, 0.0062488294456078085, 0.0033069000817166102
505, 8.726970817594983, 0.01, 0.0004903390802821825, 0.006363456925647024, 0.003050635944856601
506, 8.726970817594983, 0.01, 0.000519801381321511, 0.006571513965072984, 0.0028685075293731163
507, 8.726970817594983, 0.01, 0.0005548341529145716, 0.006782645901036612, 0.002695744072900311
508, 8.610826746787998, 0.01, 0.0005764373772723676, 0.006898836236865648, 0.002481234595870889
509, 8.610826746787998, 0.01, 0.0006220181435768669, 0.00711290243791422, 0.0023288314047957173
510, 8.494951839769872, 0.01, 0.00065330868207966, 0.007227506546135982, 0.0021400616029013855
511, 8.379344851850897, 0.01, 0.0006891048063120419, 0.007339763002516969, 0.0019647609905342135
512, 8.264004546955146, 0.01, 0.0007291950463393358, 0.007449151279644532, 0.001802086274286832
513, 8.148929697541183, 0.01, 0.0007733627169256059, 0.007555132671230617, 0.0016512336246501892
514, 8.034119084523676, 0.01, 0.0008213857314044093, 0.007657155773489154, 0.0015114429944584147
515, 7.919571497195882, 0.01, 0.0008730361912152908, 0.007754662598026023, 0.0013820002498836355
516, 7.805285733153081, 0.01, 0.000928079837176288, 0.007847095235544466, 0.001262237318509996
517, 7.577494906360044, 0.01, 0.0009636403742149841, 0.007820083902687923, 0.0011262375575977481
518, 7.463987479633091, 0.01, 0.0010240038521630549, 0.007898722558437404, 0.0010259664485071012
519, 7.350737148090487, 0.01, 0.001086948710859631, 0.007970642262276752, 0.0009334941294896546
520, 7.2377427497186035, 0.01, 0.0011522102193871203, 0.008035361487967872, 0.0008483202606912472
521, 7.125003130364151, 0.01, 0.0012195158780354527, 0.008092437579627973, 0.0007699730262486324
522, 6.9002836509721845, 0.01, 0.0012619617255067064, 0.008017269263877093, 0.0006815968705776944
523, 6.788301521296947, 0.01, 0.0013314350353686199, 0.00805571249421236, 0.0006169474425708113
524, 6.676569631226129, 0.01, 0.001402029683285453, 0.008085469871476887, 0.0005577519733056438
525, 6.453852113757118, 0.01, 0.001443710281531639, 0.007975473252458147, 0.0004912728276927886
526, 6.342864276841471, 0.01, 0.0015143807418948533, 0.007985046798396825, 0.0004429279867318127
527, 6.232122260363829, 0.01, 0.0015852309596628936, 0.007985522792503546, 0.00039885737586119733
528, 6.1216249778236875, 0.01, 0.001655977095651169, 0.007976910062857834, 0.00035873439806906375
529, 6.011371349907995, 0.01, 0.0017263423138130503, 0.007959284214963358, 0.0003222513916325045
530, 5.901360304427868, 0.01, 0.0017960583452295816, 0.007932781997488456, 0.0002891199900378952
531, 5.791590776256082, 0.01, 0.0018648666003251658, 0.007897593364143096, 0.000259071046979733
532, 5.682061707265153, 0.01, 0.0019325187831919464, 0.00785395151714929, 0.00023185409501786926
533, 5.572772046266139, 0.01, 0.0019987769907842405, 0.00780212142150947, 0.00020723640393467503
534, 5.463720748948137, 0.01, 0.0020634133048196292, 0.007742387475867733, 0.00018500177511765006
535, 5.354906777818356, 0.01, 0.002126208910939729, 0.00767504119069554, 0.00016494923911730667
536, 5.2463291021429646, 0.01, 0.002186952818247043, 0.007600369833876947, 0.00014689181276704617
537, 5.192128554830044, 0.01, 0.002270012277292664, 0.007595590973486671, 0.00013256612846545077
538, 5.137986697888447, 0.01, 0.0023526110718700348, 0.007585332554574422, 0.0001195371094216649
539, 5.029878547663689, 0.01, 0.0024079660344587424, 0.007491450670118509, 0.00010612040025907932
540, 4.922003640662625, 0.01, 0.0024605121692590345, 0.0073911188265144995, 0.00009410455902984453
541, 4.922003640662625, 0.01, 0.0025674727072982927, 0.007443201469308482, 0.00008592111701824779
542, 4.814360972607574, 0.01, 0.0026159363975399017, 0.0073315437981494565, 0.00007605826645721977
543, 4.706949545693096, 0.01, 0.0026610916169678947, 0.00721397465986291, 0.00006725760165369712
544, 4.706949545693096, 0.01, 0.0027668470250756306, 0.007252229607021423, 0.00006129867727871673
545, 4.599768368530526, 0.01, 0.0028071756945712042, 0.00712435263542148, 0.00005411977408482284
546, 4.546263815538306, 0.01, 0.002878221996641683, 0.007072863510260256, 0.00004850155963740783
547, 4.492816456093057, 0.01, 0.0029479165960324028, 0.007017249266862215, 0.000043441375750503764
548, 4.439426168051548, 0.01, 0.003016276300079199, 0.006957795933481039, 0.00003888794103499721
549, 4.38609282966142, 0.01, 0.003083339185501351, 0.006894809745436491, 0.00003479407277361657
550, 4.332816319559514, 0.01, 0.003149157468868075, 0.006828602803448185, 0.0000311164301614951
551, 4.279596516770177, 0.01, 0.0032137884434300865, 0.00675947731716041, 0.000027815276157237703
552, 4.22643330070367, 0.01, 0.0032772845037980546, 0.006687710642640294, 0.000024854252806295022
553, 4.173326551154501, 0.01, 0.003339683518226217, 0.006613543326968382, 0.000022200164370131405
554, 4.173326551154501, 0.01, 0.003445475547200566, 0.0066204751903190286, 0.00002015910450761701
555, 4.06728197269762, 0.01, 0.0034612240866149528, 0.0064587476202740395, 0.000017694540761259397
556, 4.06728197269762, 0.01, 0.0035673672522607723, 0.00646167259352255, 0.000016062415088148782
557, 4.0143439052855205, 0.01, 0.0036265522962454985, 0.006379383877985503, 0.000014332384614117531
558, 3.9614618273787428, 0.01, 0.0036844498491398546, 0.006295254965630965, 0.00001278608291259535
559, 3.9614618273787428, 0.01, 0.0037920274322528836, 0.0062924255709485245, 0.000011604066128786813
560, 3.8558651672215603, 0.01, 0.003795937333261877, 0.006121644996146124, 0.000010171036580878746
561, 3.8558651672215603, 0.01, 0.0039030513956823418, 0.006115022858045409, 0.000009230665119916083
562, 3.8031503494762577, 0.01, 0.003955987735772579, 0.006023718019853326, 0.000008231522997952957
563, 3.750491050243328, 0.01, 0.004007026885251964, 0.005930707848253009, 0.000007340001459486907
564, 3.750491050243328, 0.01, 0.004113963261244503, 0.005918137031092848, 0.000006662404897090505
565, 3.697887152703138, 0.01, 0.00416213078082309, 0.005821427228523501, 0.000005940989884821537
566, 3.6453385404043868, 0.01, 0.004207918279121996, 0.005722962637240381, 0.000005297527158313748
567, 3.6453385404043868, 0.01, 0.004313228304724437, 0.005703886831835776, 0.000004809882731112586
568, 3.592845097262551, 0.01, 0.004354989434037372, 0.005601422250623246, 0.000004289374806303048
569, 3.592845097262551, 0.01, 0.0044585932823558464, 0.005577485630806424, 0.000003895547311184584
570, 3.540406707558331, 0.01, 0.004495385495567079, 0.005470832216465043, 0.0000034745315160286525
571, 3.540406707558331, 0.01, 0.004596351310930479, 0.005441847865844745, 0.0000031565256028964134
572, 3.488023255936147, 0.01, 0.004627313304342606, 0.005331066895224275, 0.0000028159859096139674
573, 3.488023255936147, 0.01, 0.004724947612158805, 0.00529722115427903, 0.000002559226470854992
574, 3.4356946274025866, 0.01, 0.004749568031590094, 0.005182807589782664, 0.00000228375165956556
575, 3.4356946274025866, 0.01, 0.004843621635658663, 0.005144790809441855, 0.000002076435722729481
576, 3.4356946274025866, 0.01, 0.004936643409683908, 0.005104850990842513, 0.0000018883855263865338
577, 3.4356946274025866, 0.01, 0.005028672456182983, 0.005063292583903212, 0.000001717793969273379
578, 3.3834207073249467, 0.01, 0.005042177705109104, 0.004944394285087302, 0.0000015342219223397652
579, 3.3834207073249467, 0.01, 0.0051308596834915305, 0.004901072904400546, 0.0000013963938306763642
580, 3.331201381429622, 0.01, 0.005138333819534503, 0.004782221197688601, 0.0000012477143912227556
581, 3.331201381429622, 0.01, 0.005223273526697911, 0.004738146944601811, 0.0000011363099258039147
582, 3.331201381429622, 0.01, 0.0053064971060810635, 0.004693511637333001, 0.0000010351751543150481
583, 3.331201381429622, 0.01, 0.005387529508181525, 0.0046482624976993715, 9.433465044047577e-7
584, 3.331201381429622, 0.01, 0.00546583117010403, 0.0046022682134242215, 8.59951304802693e-7
585, 3.331201381429622, 0.01, 0.005540841131619221, 0.004555344321564402, 7.841991952693711e-7
586, 3.279036535800745, 0.01, 0.005525609929785066, 0.00443715870471291, 7.020460534039603e-7
587, 3.279036535800745, 0.01, 0.005591567617700861, 0.004388592236106301, 6.406782869082011e-7
588, 3.279036535800745, 0.01, 0.005652859791073669, 0.004338524062599789, 5.848941996655099e-7
589, 3.279036535800745, 0.01, 0.005709190318483764, 0.004286830951311919, 5.341720769685783e-7
590, 3.279036535800745, 0.01, 0.005760356229757436, 0.0042334471743165, 4.8803960555602e-7
591, 3.279036535800745, 0.01, 0.005806233803616168, 0.0041783637955564055, 4.460692762274098e-7
592, 3.279036535800745, 0.01, 0.005846759447786554, 0.004121621773655252, 4.078741480702889e-7
593, 3.279036535800745, 0.01, 0.005881909617226969, 0.004063301315023116, 3.731039554285945e-7
594, 3.331201381429622, 0.01, 0.0060038471708653805, 0.0040667275862981585, 3.478623265354481e-7
595, 3.331201381429622, 0.01, 0.006028636189333762, 0.004004658813256199, 3.184704416991378e-7
596, 3.331201381429622, 0.01, 0.006047963115697329, 0.003941347415767458, 2.9168820241342125e-7
597, 3.331201381429622, 0.01, 0.006061811470555408, 0.00387691580793275, 2.6727513910432946e-7
598, 3.3834207073249467, 0.01, 0.006163312394248526, 0.0038709000240641648, 2.4954970102977965e-7
599, 3.3834207073249467, 0.01, 0.006166082189157935, 0.003803540459330772, 2.2885705204553617e-7
600, 3.4356946274025866, 0.01, 0.006256192222806792, 0.003792765409325117, 2.1380445409952842e-7
601, 3.4356946274025866, 0.01, 0.0062471646783723205, 0.0037227399339606997, 1.96225934287361e-7
602, 3.488023255936147, 0.01, 0.0063247173015729945, 0.0037073548001227983, 1.833892229690041e-7
603, 3.540406707558331, 0.01, 0.00639537618154569, 0.003689196796054728, 1.7136823534665007e-7
604, 3.540406707558331, 0.01, 0.006366956863577518, 0.003614971460002955, 1.573217635608215e-7
605, 3.592845097262551, 0.01, 0.006423383867976221, 0.0035923874280092464, 1.468655895703877e-7
606, 3.6453385404043868, 0.01, 0.0064721402031245705, 0.003567141805474726, 1.3690839104064544e-7
607, 3.6453385404043868, 0.01, 0.006423000852186648, 0.003489149033349487, 1.2526608899247132e-7
608, 3.750491050243328, 0.01, 0.00654607591791927, 0.0035089276108812217, 1.1807078615970088e-7
609, 3.750491050243328, 0.01, 0.006482612884537231, 0.003428070130709909, 1.0730085251004418e-7
610, 3.8558651672215603, 0.01, 0.006588308474364003, 0.0034409889650757696, 1.0008777085335191e-7
611, 3.9086356206687385, 0.01, 0.006597649009925022, 0.0034036258137781143, 9.128877832851385e-8
612, 3.9614618273787428, 0.01, 0.006599279562077472, 0.003364145139775824, 8.261477493629111e-8
613, 4.06728197269762, 0.01, 0.006678003123774527, 0.0033665726836891053, 7.527777008578892e-8
614, 4.1202761482997845, 0.01, 0.006663476280825403, 0.0033221273955024006, 6.690641788181107e-8
615, 4.173326551154501, 0.01, 0.006641560832341506, 0.003275866870851024, 5.886428893703355e-8
616, 4.279596516770177, 0.01, 0.006693444468315803, 0.003268697334330129, 5.217990660238757e-8
617, 4.38609282966142, 0.01, 0.006735494214139679, 0.003257821122586388, 4.587689498982098e-8
618, 4.492816456093057, 0.01, 0.006767628662360099, 0.0032433085509637393, 4.003237206740707e-8
619, 4.599768368530526, 0.01, 0.006789796081907998, 0.0032252333961407652, 3.4695573955753915e-8
620, 4.706949545693096, 0.01, 0.006801993092690666, 0.003203679265715365, 2.988931535286552e-8
621, 4.814360972607574, 0.01, 0.006804280372624963, 0.0031787450156769786, 2.561372337680108e-8
622, 4.922003640662625, 0.01, 0.006796793163455456, 0.0031505484600239876, 2.185107088768269e-8
623, 5.083903404351396, 0.01, 0.006850808532722535, 0.003153273569547552, 1.9152306496719758e-8
624, 5.2463291021429646, 0.01, 0.0068926075177349385, 0.0031512478829349047, 1.680219927721369e-8
625, 5.354906777818356, 0.01, 0.006854416637988333, 0.003112368675794056, 1.4264796426414188e-8
626, 5.572772046266139, 0.01, 0.00694118847047558, 0.0031339043286014246, 1.299612414712851e-8
627, 5.682061707265153, 0.01, 0.006883594870315719, 0.0030883783604546506, 1.1046154792551038e-8
628, 5.901360304427868, 0.01, 0.006946331960572921, 0.003100544003584968, 1.0146485058534423e-8
629, 6.011371349907995, 0.01, 0.006871355425016001, 0.0030493260347787417, 8.64735788145305e-9
630, 6.232122260363829, 0.01, 0.006912253469586609, 0.0030532240737849428, 8.013285481449797e-9
631, 6.453852113757118, 0.01, 0.006941763968555927, 0.0030527224864413953, 7.463288538382739e-9
632, 6.676569631226129, 0.01, 0.006960454272188262, 0.0030481061641134633, 6.984947584885179e-9
633, 6.9002836509721845, 0.01, 0.006968881953315043, 0.0030396484705549538, 6.567900167447825e-9
634, 7.125003130364151, 0.01, 0.006967598733324379, 0.0030276129616382914, 6.203491817248922e-9
635, 7.350737148090487, 0.01, 0.006957154066463668, 0.003012255054905181, 5.884482650260392e-9
636, 7.577494906360044, 0.01, 0.006938097595751839, 0.0029938233650991636, 5.604803447671909e-9
637, 7.919571497195882, 0.01, 0.007016907457830245, 0.003021285493053117, 5.8414027912976995e-9
638, 8.148929697541183, 0.01, 0.00698015376972233, 0.0029963978055147183, 5.607766229434826e-9
639, 8.494951839769872, 0.01, 0.007038662218887138, 0.0030162176515976403, 5.87801233623998e-9
640, 8.726970817594983, 0.01, 0.006986731000906911, 0.0029859684678465014, 5.68225436755211e-9
641, 9.077030590544162, 0.01, 0.007027826387299055, 0.0029994053584138703, 5.985158340268758e-9
642, 9.429558490377499, 0.01, 0.007060614991373767, 0.003009848647061704, 6.312632154632251e-9
643, 9.665965550174803, 0.01, 0.006989701356806899, 0.0029730712901053125, 6.1579538072157204e-9
644, 10.022685255868504, 0.01, 0.007009344796657305, 0.002978923786502275, 6.520946655269894e-9
645, 10.38196823891223, 0.01, 0.007022872316410234, 0.0029826961486291723, 6.91297198672654e-9
646, 10.743851603923755, 0.01, 0.00703098827828581, 0.0029846791394154055, 7.3365992417915595e-9
647, 11.108373267057715, 0.01, 0.007034360848172472, 0.002985146776329914, 7.794730379851442e-9
648, 11.47557197984564, 0.01, 0.007033620789152742, 0.0029843563519838102, 8.290644389631417e-9
649, 11.845487353917886, 0.01, 0.007029361014159786, 0.0029825486901884925, 8.828050002809498e-9
650, 12.218159886646928, 0.01, 0.007022136732317634, 0.002979948581029225, 9.411148002802767e-9
651, 12.593630987753505, 0.01, 0.007012466050508101, 0.0029767653473868594, 1.004470483087504e-8
652, 12.971943006919295, 0.01, 0.007000830918217308, 0.002973193504524014, 1.0734139556916832e-8
653, 13.353139262452258, 0.01, 0.006987678327131934, 0.002969413482695103, 1.1485626714733734e-8
654, 13.865964270811714, 0.01, 0.00706209270194697, 0.0030080877338652975, 1.31763199976517e-8
655, 14.124362778733849, 0.01, 0.0069584423883810595, 0.002961884795978256, 1.3203986565508186e-8
656, 14.645200821646634, 0.01, 0.0070313046782963335, 0.0030010229460478866, 1.517792084547454e-8
657, 15.03942099785407, 0.01, 0.007015753769043988, 0.0029980514415122927, 1.6329395771766513e-8
658, 15.436774082480662, 0.01, 0.007000496646953126, 0.0029956182132753616, 1.7598482847460204e-8
659, 15.837310269784613, 0.01, 0.006985800168118228, 0.0029938347086754208, 1.900059734433838e-8
660, 16.241080970061887, 0.01, 0.0069719076530803635, 0.0029928038202920886, 2.0553625654158965e-8
661, 16.784564581907077, 0.01, 0.0070476242877648065, 0.003036451247509952, 2.3805461817916168e-8
662, 17.05853787013836, 0.01, 0.006947399932272484, 0.0029933729810910584, 2.4199080660525814e-8
663, 17.611029679467606, 0.01, 0.007025931917332568, 0.0030394641448666976, 2.815865613272431e-8
664, 17.889581931940377, 0.01, 0.006928510613257531, 0.0029980043981262055, 2.874656002118947e-8
665, 18.451385595286666, 0.01, 0.00701065754078095, 0.0030469406622955406, 3.363182531562554e-8
666, 18.734672472070535, 0.01, 0.006916500149204813, 0.003007282959539881, 3.448658171815921e-8
667, 19.306107263251672, 0.01, 0.007002927380698137, 0.0030594234559413102, 4.0597287250969964e-8
668, 19.594292499089175, 0.01, 0.006912396586603892, 0.0030217184057117776, 4.182325609253083e-8
669, 20.175694398845128, 0.01, 0.007003657833359847, 0.0030773896419052774, 4.9581155193709856e-8
670, 20.468950371465034, 0.01, 0.006917035225911602, 0.0030417619264798855, 5.133768560913529e-8
671, 20.912084734357308, 0.01, 0.006922849894615279, 0.0030540153305225848, 5.7175074723642804e-8
672, 21.35918160314037, 0.01, 0.006931093573116882, 0.0030678207465738177, 6.394182261235504e-8
673, 21.810312483122242, 0.01, 0.006941831282051512, 0.0030832242910767203, 7.187536544080341e-8
674, 22.265550832768206, 0.01, 0.00695512175000466, 0.003100270824743322, 8.13291235772465e-8
675, 22.57136218364001, 0.01, 0.006879377546218491, 0.0030703391762924932, 8.601538667676713e-8
676, 23.033615090842567, 0.01, 0.006897470484220742, 0.0030902432425805528, 9.914395376968255e-8
677, 23.50018146228678, 0.01, 0.0069182400763692425, 0.0031118959336780844, 1.160981447450528e-7
