wavelength, width, xyz sum, x, y, z
390, 17.889581931940377, 0.01, 0.0015670741524517555, 0.00019352695163417342, 0.008255429399406364
391, 17.472333335331342, 0.01, 0.0015727342316768978, 0.0001925674103504349, 0.008278196775131958
392, 17.05853787013836, 0.01, 0.0015795301403493912, 0.00019181832686393488, 0.008307081684380732
393, 16.51208434352884, 0.01, 0.0015610716434142154, 0.00018720221023028771, 0.008198291289055889
394, 16.106128121603636, 0.01, 0.001570168214750231, 0.0001869101113468473, 0.008239668820063354
395, 15.703441381248789, 0.01, 0.001580479466226991, 0.0001868174796372092, 0.008287575501030233
396, 15.171521470996002, 0.01, 0.0015655992829649067, 0.00018303457995268762, 0.008198607715614398
397, 14.77626249564034, 0.01, 0.0015783418524814665, 0.00018336754811654383, 0.00825968010446677
398, 14.254064537586178, 0.01, 0.0015659580519641852, 0.00018012639928397092, 0.008184560781233603
399, 13.865964270811714, 0.01, 0.0015811780691943537, 0.00018086262035403656, 0.008259049017837338
400, 13.353139262452258, 0.01, 0.0015712960087243789, 0.00017812215457210616, 0.008197794972751325
401, 12.971943006919295, 0.01, 0.0015889778850013965, 0.00017923660485178624, 0.008285653079101783
402, 12.468160407482214, 0.01, 0.0015815179351307744, 0.00017695221732865073, 0.008237870235349345
403, 11.96940315464124, 0.01, 0.0015752363249703543, 0.00017490869322622497, 0.008196777931315171
404, 11.598573271888759, 0.01, 0.0015962886578494853, 0.0001765301135399383, 0.008303176344532157
405, 11.108373267057715, 0.01, 0.0015920183745468058, 0.00017485077043474415, 0.00827352724012585
406, 10.622932560709668, 0.01, 0.0015885763487264574, 0.00017334846216080193, 0.008248825382255725
407, 10.142159625737571, 0.01, 0.0015857567858600797, 0.0001719929911745224, 0.008228043543595649
408, 9.665965550174803, 0.01, 0.0015832944417802214, 0.00017074905496351935, 0.00820985710371501
409, 9.19426393850687, 0.01, 0.0015808531016624004, 0.0001695751720464769, 0.008192584659849258
410, 8.726970817594983, 0.01, 0.001578012900482806, 0.0001684225525920997, 0.008174122031893247
411, 8.379344851850897, 0.01, 0.0016008287104194636, 0.00017047226795324663, 0.008293700873268244
412, 7.919571497195882, 0.01, 0.001595727000732823, 0.00016917443499567874, 0.008265345213840642
413, 7.463987479633091, 0.01, 0.0015884055765789196, 0.00016770655619644393, 0.008226622597470677
414, 7.125003130364151, 0.01, 0.00160554353736861, 0.00016926814159969647, 0.008319625615695278
415, 6.676569631226129, 0.01, 0.0015914833202394266, 0.00016721161812203601, 0.008248324897662376
416, 6.342864276841471, 0.01, 0.0016010007935427038, 0.0001680872633659321, 0.008304105687685658
417, 5.901360304427868, 0.01, 0.001576075677374724, 0.00016505487960161768, 0.008179060463728485
418, 5.572772046266139, 0.01, 0.0015738896901875664, 0.00016487362476660258, 0.008176551874696878
419, 5.354906777818356, 0.01, 0.0015962484757030622, 0.00016774649134791483, 0.008305835118405047
420, 5.029878547663689, 0.01, 0.0015802386431853198, 0.0001663505679341867, 0.008233766347578018
421, 4.814360972607574, 0.01, 0.0015894760344958097, 0.00016813263683870802, 0.00829705617948637
422, 4.599768368530526, 0.01, 0.0015918655362541169, 0.00016936885264755397, 0.00832570742895077
423, 4.38609282966142, 0.01, 0.0015869740712951418, 0.00017002121037769548, 0.00831725844688366
424, 4.173326551154501, 0.01, 0.0015745041084559799, 0.00017005979779916087, 0.008269907640310738
425, 3.9614618273787428, 0.01, 0.0015543123743891546, 0.00016946330597562858, 0.008182616315203919
426, 3.8558651672215603, 0.01, 0.0015678007377010485, 0.0001731183926870444, 0.008275239391033126
427, 3.750491050243328, 0.01, 0.0015766024899235402, 0.0001765330257635564, 0.008344145867734952
428, 3.592845097262551, 0.01, 0.0015587584845184101, 0.00017703795876596447, 0.00827185719275551
429, 3.488023255936147, 0.01, 0.0015578756066763533, 0.00017986349641538747, 0.008290786105021241
430, 3.3834207073249467, 0.01, 0.0015526911741861296, 0.00018244133522314157, 0.00828739789504787
431, 3.279036535800745, 0.01, 0.0015433180937028934, 0.00018475676698325775, 0.008262072866131136
432, 3.226926056878558, 0.01, 0.0015542574669850906, 0.00018989896842711666, 0.008346653185389694
433, 3.122867746687333, 0.01, 0.0015372775903307683, 0.00019172219520807986, 0.008281213409815557
434, 3.019025549445374, 0.01, 0.0015163237695578267, 0.00019318769121639545, 0.008194243812876322
435, 2.967185213023356, 0.01, 0.001517196723529619, 0.00019770694206178394, 0.008225645505097063
436, 2.915398569346759, 0.01, 0.0015148819842023915, 0.00020200792143533486, 0.00824000137025842
437, 2.863665507307942, 0.01, 0.0015092157738365386, 0.00020604271569969838, 0.008236214881364487
438, 2.811985916143805, 0.01, 0.0014999932670586044, 0.00020976554096679875, 0.008212998351625606
439, 2.811985916143805, 0.01, 0.0015137395198717507, 0.00021708503270978556, 0.008316208571481543
440, 2.7603596854343393, 0.01, 0.0014969303715544095, 0.00022019952613192988, 0.008251689623545963
441, 2.7603596854343393, 0.01, 0.0015030177726057554, 0.00022712104181688497, 0.008314065670682746
442, 2.7087867051012307, 0.01, 0.0014781409435539173, 0.00022956812453538318, 0.00820530529191517
443, 2.7087867051012307, 0.01, 0.0014764330492646163, 0.00023609475829047388, 0.008225788763115902
444, 2.7087867051012307, 0.01, 0.0014710591392536319, 0.00024252311651538935, 0.008226681339523046
445, 2.7087867051012307, 0.01, 0.0014622192676146761, 0.0002488859287773502, 0.008208933726286165
446, 2.7603596854343393, 0.01, 0.0014768366662481066, 0.0002600811299939907, 0.008324284585474172
447, 2.7603596854343393, 0.01, 0.0014614024015161123, 0.00026655623887254077, 0.00827126016918408
448, 2.811985916143805, 0.01, 0.0014691485634660488, 0.0002782228333518583, 0.008350796635931962
449, 2.811985916143805, 0.01, 0.0014475867991441958, 0.0002849974266546023, 0.00826483145119791
450, 2.863665507307942, 0.01, 0.0014488742688934537, 0.0002973860993175105, 0.008310922695809282
451, 2.915398569346759, 0.01, 0.0014471024932574262, 0.00031036125375535575, 0.008341776806054087
452, 2.915398569346759, 0.01, 0.0014179093897412785, 0.00031825377226563697, 0.008216015214889514
453, 2.967185213023356, 0.01, 0.001411562274100589, 0.00033261988677971285, 0.008224900796865659
454, 3.019025549445374, 0.01, 0.0014034305360095356, 0.0003480110905879465, 0.008226298936516368
455, 3.0709196900663756, 0.01, 0.0013939560055637784, 0.00036459749608293155, 0.008222865298101843
456, 3.122867746687333, 0.01, 0.0013835015326457711, 0.00038254228003259703, 0.008216764078372418
457, 3.1748698314580346, 0.01, 0.0013723101880925266, 0.00040199098844017977, 0.008209427481887467
458, 3.226926056878558, 0.01, 0.0013604812395199048, 0.00042306221917195287, 0.008201414444241781
459, 3.279036535800745, 0.01, 0.001347965061087194, 0.00044584077477523656, 0.008192379288814947
460, 3.331201381429622, 0.01, 0.0013345761916891432, 0.0004703740282066183, 0.008181144548215677
461, 3.3834207073249467, 0.01, 0.0013200213231236893, 0.0004966718050563639, 0.008165859181578358
462, 3.4356946274025866, 0.01, 0.0013039373626602276, 0.0005247096269660322, 0.008144215016056725
463, 3.488023255936147, 0.01, 0.0012859340129150326, 0.0005544347535500805, 0.008113690819264255
464, 3.540406707558331, 0.01, 0.0012656355193199846, 0.0005857741630478779, 0.008071794611964285
465, 3.6453385404043868, 0.01, 0.001260305145613773, 0.0006279911966402733, 0.008129911073908452
466, 3.750491050243328, 0.01, 0.001250740958160997, 0.0006723496591731488, 0.00816627708889768
467, 3.8031503494762577, 0.01, 0.0012205917314906515, 0.0007087228634635259, 0.008072312225527966
468, 3.9086356206687385, 0.01, 0.0012029867841691726, 0.0007568575329403944, 0.008065311749124539
469, 4.0143439052855205, 0.01, 0.0011811352452328824, 0.0008070324963798914, 0.008034901901643037
470, 4.1202761482997845, 0.01, 0.0011552523215914694, 0.0008592548748579258, 0.007981786005407101
471, 4.279596516770177, 0.01, 0.0011393519882489267, 0.0009252616941622495, 0.008002699432181628
472, 4.38609282966142, 0.01, 0.0011057798879104091, 0.0009821267995070427, 0.007905349104673581
473, 4.492816456093057, 0.01, 0.0010692545028732677, 0.0010412026020270924, 0.007789947979609127
474, 4.706949545693096, 0.01, 0.0010543264227943128, 0.0011288711570739826, 0.00783356459236831
475, 4.868153339280725, 0.01, 0.0010237245558590367, 0.0012074023702260271, 0.007768089973736008
476, 5.029878547663689, 0.01, 0.0009905421850163567, 0.0012896923884961752, 0.007685930598743744
477, 5.2463291021429646, 0.01, 0.0009659563151310968, 0.0013909749540034781, 0.00766980289371369
478, 5.463720748948137, 0.01, 0.0009389548336610186, 0.0014980583706309353, 0.00763700176746903
479, 5.572772046266139, 0.01, 0.000890227905510102, 0.001578778019318529, 0.00743711036081197
480, 5.791590776256082, 0.01, 0.000860650074895297, 0.0016976333390914347, 0.0073813332870003665
481, 6.011371349907995, 0.01, 0.0008301570818150414, 0.0018241113942316528, 0.007314866237716151
482, 6.232122260363829, 0.01, 0.000799229262093397, 0.001958968096954163, 0.007239366493506909
483, 6.453852113757118, 0.01, 0.0007683311453090351, 0.002102991292665893, 0.00715627955135693
484, 6.676569631226129, 0.01, 0.0007379168252090867, 0.0022569846268478684, 0.007066850141558688
485, 6.788301521296947, 0.01, 0.0006917062519054028, 0.002377340639109626, 0.006841305784926011
486, 7.012517143663382, 0.01, 0.0006638523625493915, 0.0025512121794059026, 0.00674536859442404
487, 7.2377427497186035, 0.01, 0.0006377571438269066, 0.0027372743834035676, 0.0066457319347331
488, 7.350737148090487, 0.01, 0.0005979191122042638, 0.0028845331374407865, 0.006422296431774284
489, 7.577494906360044, 0.01, 0.0005767382878561956, 0.0030942941895321934, 0.006320049190358824
